싱글맘맘이야,여우자매,대학원 탈출일지,오사와 오폐수들,저승파견고용직,우리 카페 사장님이 이상하다,"괜찮아, 고3이야",우리집 강아지는 복슬강아지,지극히 평범한 생활,아빠는 N살,낮잠 자는 사람들,깜빡깜빡,루텔,구나의 그랬구나,아스테리스크,아오링도쿄,잔액이 부족합니다,운명...인가요?,발버둥치다,국제결혼개그만화,실험학교,오늘을 담다.,방구석수필,좀비 패밀리,(Old)악마법소녀,서툴고 어리숙해도 좋아하는,정령왕즈,쿤도덥브라더스,생각보다 잘 자랐습니다,몬스터 커맨더F,생존일지,시크릿가족,무엇이든 그려드립니닷!,카나와 초나의 독일,그래도 하루는,죽음과 동화,감각의 어빌러티,천상대전,AI폰 아리랑,채채쓰의 웃픈일기,방에 콕! 진댕,무존재감
,"('그런듯', 1)",,,,,,,,,,,,,,,,,"('편하실', 1)",,,,,,"('어렵네요', 1)",,,,,,,,,,,,,,,,,
,"('힘드시면', 1)",,,,,,,,,,,,,,,,,"('심각한데', 1)",,,,,,"('친하게', 1)",,,,,,,,,,,,,,,,,
,"('같이있으니까', 1)",,,,,,,,,,,,,,,,,"('있었던', 1)",,,,,,"('기대할께요', 1)",,,,,,,,,,,,,,,,,
,"('귀여워지셨', 1)",,,,,,,,,,,,,,,,,"('편히', 1)",,,,,,"('재밌는것', 1)",,,,,,,,,,,,,,,,,
,"('훌륭하게', 1)",,,,,,,,,,,,,,,,,"('많았길', 1)",,,,,,"('빨간에는', 1)",,,,,,,,,,,,,,,,,
,"('작이아', 1)",,,,,,,,,,,,,,,,,"('부드럽고', 1)",,,,,,"('강인함', 1)",,,,,,,,,,,,,,,,,
,"('귀엽다냐', 1)",,,,,,,,,,,,,,,,,"('힘드신', 1)",,,,,,"('계셔', 1)",,,,,,,,,,,,,,,,,
,"('이상함', 1)",,,,,,,,,,,,,,,,,"('회복하시고', 1)",,,,,,"('강해', 1)",,,,,,,,,,,,,,,,,
,"('놀랬네요', 1)",,,,,,,,,,,,,,,,,"('편해지실', 1)",,,,,,"('행복하고', 1)",,,,,,,,,,,,,,,,,
,"('없을', 1)",,,,,,,,,,,,,,,,,"('의해서가', 1)",,,,,,"('괴롭지', 1)",,,,,,,,,,,,,,,,,
,"('좀거', 1)",,,,,,,,,,,,,,,,,"('원하실', 1)",,,,,,"('간절한', 1)",,,,,,,,,,,,,,,,,
,"('예뻐졌냐', 1)",,,,,,,,,,,,,,,,,"('몰두하시고', 1)",,,,,,"('약하지', 1)",,,,,,,,,,,,,,,,,
,"('아니고요', 1)",,,,,,,,,,,,,,,,,"('있으시니까', 1)",,,,,,"('불쌍한', 1)",,,,,,,,,,,,,,,,,
,"('당하고싶다', 1)",,,,,,,,,,,,,,,,,"('궁금하신', 1)",,,,,,"('비슷해서', 1)",,,,,,,,,,,,,,,,,
,"('교묘하게', 1)",,,,,,,,,,,,,,,,,"('뿐이겠죠', 1)",,,,,,"('분명함', 1)",,,,,,,,,,,,,,,,,
,"('얌전한고야', 1)",,,,,,,,,,,,,,,,,"('행복하시', 1)",,,,,,"('죄송해여', 1)",,,,,,,,,,,,,,,,,
,"('통쾌해', 1)",,,,,,,,,,,,,,,,,"('있진', 1)",,,,,,"('귀엽게', 1)",,,,,,,,,,,,,,,,,
,"('있는거냐', 1)",,,,,,,,,,,,,,,,,"('있다는거', 1)",,,,,,"('바빠서', 1)",,,,,,,,,,,,,,,,,
,"('왠만한', 1)",,,,,,,,,,,,,,,,,"('바빠서', 1)",,,,,,"('너덜너덜해졌지만', 1)",,,,,,,,,,,,,,,,,
,"('완벽한데', 1)",,,,,,,,,,,,,,,,,"('암울한', 1)",,,,,,"('아쉽지만', 1)",,,,,,,,,,,,,,,,,
,"('부럽', 1)",,,,,,,,,,,,,,,,,"('있었구나', 1)",,,,,,"('있는말은', 1)",,,,,,,,,,,,,,,,,
,"('어떠니', 1)",,,,,,,,,,,,,,,,,"('아님을', 1)",,,,,,"('재미있어서', 1)",,,,,,,,,,,,,,,,,
,"('그런가요', 1)",,,,,,,,,,,,,,,,,"('미안해지더라고요', 1)",,,,,,"('아닌가여', 1)",,,,,,,,,,,,,,,,,
,"('이상하게', 1)",,,,,,,,,,,,,,,,,"('싫어져서', 1)",,,,,,"('약해', 1)",,,,,,,,,,,,,,,,,
,"('있으실지', 1)",,,,,,,,,,,,,,,,,"('옳은', 1)",,,,,,"('강하지', 1)",,,,,,,,,,,,,,,,,
,"('있군', 1)",,,,,,,,,,,,,,,,,"('게으르게', 1)",,,,,,"('강하고', 1)",,,,,,,,,,,,,,,,,
,"('희랑', 1)",,,,,,,,,,,,,,,,,"('있으', 1)",,,,,,"('있어주는', 1)",,,,,,,,,,,,,,,,,
,"('어른스러워졌', 1)",,,,,,,,,,,,,,,,,"('있었나요', 1)",,,,,,"('아쉽고', 1)",,,,,,,,,,,,,,,,,
,"('있는거예요', 1)",,,,,,,,,,,,,,,,,"('추워요', 1)",,,,,,"('이상하고', 1)",,,,,,,,,,,,,,,,,
,"('이뿜', 1)",,,,,,,,,,,,,,,,,"('어려워도', 1)",,,,,,"('야하고', 1)",,,,,,,,,,,,,,,,,
,"('강력했다', 1)",,,,,,,,,,,,,,,,,"('괴로워도', 1)",,,,,,"('좋을거', 1)",,,,,,,,,,,,,,,,,
,"('강하다', 1)",,,,,,,,,,,,,,,,,"('꾸준하게', 1)",,,,,,"('없으니까', 1)",,,,,,,,,,,,,,,,,
,"('있거든', 1)",,,,,,,,,,,,,,,,,"('좋겠어', 1)",,,,,,"('그럴려면', 1)",,,,,,,,,,,,,,,,,
,"('괜찮을', 1)",,,,,,,,,,,,,,,,,"('완전히', 1)",,,,,,"('있는건', 1)",,,,,,,,,,,,,,,,,
,"('같은디', 1)",,,,,,,,,,,,,,,,,"('한심해요', 1)",,,,,,"('없어여', 1)",,,,,,,,,,,,,,,,,
,"('재미있어', 1)",,,,,,,,,,,,,,,,,"('한심하지', 1)",,,,,,"('반해서', 1)",,,,,,,,,,,,,,,,,
,"('높아용', 1)",,,,,,,,,,,,,,,,,"('미칠', 1)",,,,,,"('잔인한', 1)",,,,,,,,,,,,,,,,,
,"('엄격한', 1)",,,,,,,,,,,,,,,,,"('두렵고', 1)",,,,,,"('신선하면서도', 1)",,,,,,,,,,,,,,,,,
,"('똑같', 1)",,,,,,,,,,,,,,,,,"('아름답게', 1)",,,,,,"('악세서리', 1)",,,,,,,,,,,,,,,,,
,"('상당히', 1)",,,,,,,,,,,,,,,,,"('소소하지만', 1)",,,,,,"('많을라', 1)",,,,,,,,,,,,,,,,,
,"('섬세하게', 1)",,,,,,,,,,,,,,,,,"('즐거웠습니다', 1)",,,,,,"('멋있고', 1)",,,,,,,,,,,,,,,,,
,"('고것', 1)",,,,,,,,,,,,,,,,,"('같은데요', 1)",,,,,,"('힘들지만', 1)",,,,,,,,,,,,,,,,,
,"('깔끔해지고', 1)",,,,,,,,,,,,,,,,,"('좋아하다니', 1)",,,,,,"('진지하', 1)",,,,,,,,,,,,,,,,,
,"('있겠지', 1)",,,,,,,,,,,,,,,,,"('당하는게', 1)",,,,,,"('심각하게', 1)",,,,,,,,,,,,,,,,,
,"('아닐거라', 1)",,,,,,,,,,,,,,,,,"('행복해지지', 1)",,,,,,"('있었는', 1)",,,,,,,,,,,,,,,,,
,"('좋았다', 1)",,,,,,,,,,,,,,,,,"('까마득할', 1)",,,,,,"('귀여운', 1)",,,,,,,,,,,,,,,,,
,"('같에', 1)",,,,,,,,,,,,,,,,,"('그러실', 1)",,,,,,"('그러네', 1)",,,,,,,,,,,,,,,,,
,"('좋아용', 1)",,,,,,,,,,,,,,,,,"('있을거라', 1)",,,,,,"('소중한', 1)",,,,,,,,,,,,,,,,,
,"('자연스러워지는거', 1)",,,,,,,,,,,,,,,,,"('대단하다고', 1)",,,,,,"('나약한', 1)",,,,,,,,,,,,,,,,,
,"('궁금하네', 1)",,,,,,,,,,,,,,,,,"('어느샌가', 1)",,,,,,"('있데', 1)",,,,,,,,,,,,,,,,,
,"('아니였네', 1)",,,,,,,,,,,,,,,,,"('어떡하죠', 1)",,,,,,"('많죠', 1)",,,,,,,,,,,,,,,,,
,"('이상해', 1)",,,,,,,,,,,,,,,,,"('두려워', 1)",,,,,,"('아닌아', 1)",,,,,,,,,,,,,,,,,
,"('고우십', 1)",,,,,,,,,,,,,,,,,"('흔한', 1)",,,,,,"('괴롭게', 1)",,,,,,,,,,,,,,,,,
,"('성숙한', 1)",,,,,,,,,,,,,,,,,"('대단하다는', 1)",,,,,,"('많네여', 1)",,,,,,,,,,,,,,,,,
,"('그리웠어요', 1)",,,,,,,,,,,,,,,,,"('드물다고', 1)",,,,,,"('없다고', 1)",,,,,,,,,,,,,,,,,
,"('있다는건', 1)",,,,,,,,,,,,,,,,,"('필요없이', 1)",,,,,,"('부러웠다고', 1)",,,,,,,,,,,,,,,,,
,"('있는걸', 1)",,,,,,,,,,,,,,,,,"('편안하게', 1)",,,,,,"('괴롭다', 1)",,,,,,,,,,,,,,,,,
,"('성장한', 1)",,,,,,,,,,,,,,,,,"('있었구요', 1)",,,,,,"('아닐지도', 1)",,,,,,,,,,,,,,,,,
,"('대단히', 1)",,,,,,,,,,,,,,,,,"('있으려니', 1)",,,,,,"('약한것을', 1)",,,,,,,,,,,,,,,,,
,"('이뻐졌어요', 1)",,,,,,,,,,,,,,,,,"('있으시다면', 1)",,,,,,"('있는것', 1)",,,,,,,,,,,,,,,,,
,"('이뻐져서', 1)",,,,,,,,,,,,,,,,,"('궁금합니당', 1)",,,,,,"('같은걸', 1)",,,,,,,,,,,,,,,,,
,"('행복하네요', 1)",,,,,,,,,,,,,,,,,"('어땠나요', 1)",,,,,,"('힘들었는데도', 1)",,,,,,,,,,,,,,,,,
,"('재미있네여', 1)",,,,,,,,,,,,,,,,,"('자세한', 1)",,,,,,"('귀여우신', 1)",,,,,,,,,,,,,,,,,
,"('고마워요', 1)",,,,,,,,,,,,,,,,,"('원합니다', 1)",,,,,,"('적절해', 1)",,,,,,,,,,,,,,,,,
,"('힘든거', 1)",,,,,,,,,,,,,,,,,"('아니라도', 1)",,,,,,"('넘쳐', 1)",,,,,,,,,,,,,,,,,
,"('기대해요', 1)",,,,,,,,,,,,,,,,,"('간략하게라도', 1)",,,,,,"('진지한데', 1)",,,,,,,,,,,,,,,,,
,"('잘생기고', 1)",,,,,,,,,,,,,,,,,"('어떠셨는지', 1)",,,,,,"('비슷한데', 1)",,,,,,,,,,,,,,,,,
,"('나쁘고', 1)",,,,,,,,,,,,,,,,,"('우울하다가', 1)",,,,,,"('안되니', 1)",,,,,,,,,,,,,,,,,
,"('예쁘냐', 1)",,,,,,,,,,,,,,,,,"('있구요', 1)",,,,,,"('애매하긴한데', 1)",,,,,,,,,,,,,,,,,
,"('실망하지', 1)",,,,,,,,,,,,,,,,,"('아픈거니까', 1)",,,,,,"('없진', 1)",,,,,,,,,,,,,,,,,
,"('차려', 1)",,,,,,,,,,,,,,,,,"('가능하면', 1)",,,,,,"('같을려나', 1)",,,,,,,,,,,,,,,,,
,"('빠른', 1)",,,,,,,,,,,,,,,,,"('불안하지만', 1)",,,,,,"('수줍', 1)",,,,,,,,,,,,,,,,,
,"('싫다니깐', 1)",,,,,,,,,,,,,,,,,"('따뜻하', 1)",,,,,,"('낮으니', 1)",,,,,,,,,,,,,,,,,
,"('안전하고', 1)",,,,,,,,,,,,,,,,,"('어땠어요', 1)",,,,,,"('헷갈리네요', 1)",,,,,,,,,,,,,,,,,
,"('많게', 1)",,,,,,,,,,,,,,,,,"('똑같다', 1)",,,,,,"('귀여우세요', 1)",,,,,,,,,,,,,,,,,
,"('정당한', 1)",,,,,,,,,,,,,,,,,"('민감하게', 1)",,,,,,"('아니련', 1)",,,,,,,,,,,,,,,,,
,"('있는거요', 1)",,,,,,,,,,,,,,,,,"('출중해서', 1)",,,,,,"('뻔했내', 1)",,,,,,,,,,,,,,,,,
,"('있아요', 1)",,,,,,,,,,,,,,,,,"('슬퍼지고', 1)",,,,,,"('필요한듯', 1)",,,,,,,,,,,,,,,,,
,"('가능하게', 1)",,,,,,,,,,,,,,,,,"('시원해지는', 1)",,,,,,"('슬펐다가', 1)",,,,,,,,,,,,,,,,,
,"('넘친다구', 1)",,,,,,,,,,,,,,,,,"('예쁘고', 1)",,,,,,"('재미있는지', 1)",,,,,,,,,,,,,,,,,
,"('많다고', 1)",,,,,,,,,,,,,,,,,"('괜찮아서', 1)",,,,,,"('다르지만', 1)",,,,,,,,,,,,,,,,,
,"('빠르면', 1)",,,,,,,,,,,,,,,,,"('슬픈것', 1)",,,,,,"('아니게', 1)",,,,,,,,,,,,,,,,,
,"('당했으면', 1)",,,,,,,,,,,,,,,,,"('같아도', 1)",,,,,,"('없는것', 1)",,,,,,,,,,,,,,,,,
,"('아프냐', 1)",,,,,,,,,,,,,,,,,"('담담해서', 1)",,,,,,"('작게', 1)",,,,,,,,,,,,,,,,,
,"('재미있어서', 1)",,,,,,,,,,,,,,,,,"('힘들었는데', 1)",,,,,,"('먼서', 1)",,,,,,,,,,,,,,,,,
,"('아름다워요', 1)",,,,,,,,,,,,,,,,,"('불쾌하시거나', 1)",,,,,,"('없다고하는거', 1)",,,,,,,,,,,,,,,,,
,"('없다는', 1)",,,,,,,,,,,,,,,,,"('예뻐여', 1)",,,,,,"('싫으니까', 1)",,,,,,,,,,,,,,,,,
,"('있다는', 1)",,,,,,,,,,,,,,,,,"('아니듯이', 1)",,,,,,"('반하잖아요', 1)",,,,,,,,,,,,,,,,,
,"('얇고', 1)",,,,,,,,,,,,,,,,,"('아릿할거니까', 1)",,,,,,"('좋았지만', 1)",,,,,,,,,,,,,,,,,
,"('섬세해서', 1)",,,,,,,,,,,,,,,,,"('아깝', 1)",,,,,,"('높고', 1)",,,,,,,,,,,,,,,,,
,"('좋겠고', 1)",,,,,,,,,,,,,,,,,"('귀찮았으면', 1)",,,,,,"('강하다면', 1)",,,,,,,,,,,,,,,,,
,"('많았었는데', 1)",,,,,,,,,,,,,,,,,"('중요하게', 1)",,,,,,"('약한데', 1)",,,,,,,,,,,,,,,,,
,"('귀여운거야', 1)",,,,,,,,,,,,,,,,,"('아니지', 1)",,,,,,"('낮다면', 1)",,,,,,,,,,,,,,,,,
,"('좋테를', 1)",,,,,,,,,,,,,,,,,"('슬퍼하실거', 1)",,,,,,"('나쁜', 1)",,,,,,,,,,,,,,,,,
,"('이쁘당', 1)",,,,,,,,,,,,,,,,,"('힘들건', 1)",,,,,,"('같으니', 1)",,,,,,,,,,,,,,,,,
,"('싫테랑', 1)",,,,,,,,,,,,,,,,,"('좋다는거', 1)",,,,,,"('진지하다', 1)",,,,,,,,,,,,,,,,,
,"('확실히', 1)",,,,,,,,,,,,,,,,,"('후련한거', 1)",,,,,,"('서운하셨나', 1)",,,,,,,,,,,,,,,,,
,"('있으까봐', 1)",,,,,,,,,,,,,,,,,"('엄연히', 1)",,,,,,"('행복한', 1)",,,,,,,,,,,,,,,,,
,"('역겹', 1)",,,,,,,,,,,,,,,,,"('다릅니다', 1)",,,,,,"('소중히', 1)",,,,,,,,,,,,,,,,,
,"('이쁘십니다', 1)",,,,,,,,,,,,,,,,,"('만족하셨을', 1)",,,,,,"('같으니라고', 1)",,,,,,,,,,,,,,,,,
,"('넓다', 1)",,,,,,,,,,,,,,,,,"('불가한', 1)",,,,,,"('의해', 1)",,,,,,,,,,,,,,,,,
,"('예쁘긴', 1)",,,,,,,,,,,,,,,,,"('소중하네용', 1)",,,,,,"('재미있네요', 1)",,,,,,,,,,,,,,,,,
,"('찌질하다', 1)",,,,,,,,,,,,,,,,,"('없으시면', 1)",,,,,,"('있잖아요', 1)",,,,,,,,,,,,,,,,,
,"('싫테하는거', 1)",,,,,,,,,,,,,,,,,"('심했을', 1)",,,,,,"('귀여우시네', 1)",,,,,,,,,,,,,,,,,
,"('많다는거', 1)",,,,,,,,,,,,,,,,,"('한심해하는', 1)",,,,,,"('대단하네요', 1)",,,,,,,,,,,,,,,,,
,"('하찮아', 1)",,,,,,,,,,,,,,,,,"('끔찍하던', 1)",,,,,,"('이런거', 1)",,,,,,,,,,,,,,,,,
,"('망할', 1)",,,,,,,,,,,,,,,,,"('유사한', 1)",,,,,,"('말라거', 1)",,,,,,,,,,,,,,,,,
,"('귀여우시네', 1)",,,,,,,,,,,,,,,,,"('후련했다는', 1)",,,,,,"('대단하시다', 1)",,,,,,,,,,,,,,,,,
,"('이쁘신', 1)",,,,,,,,,,,,,,,,,"('깊었다면', 1)",,,,,,"('대단하시네요', 1)",,,,,,,,,,,,,,,,,
,"('아니라니', 1)",,,,,,,,,,,,,,,,,"('힘드실텐데도', 1)",,,,,,"('귀여워세여', 1)",,,,,,,,,,,,,,,,,
,"('싫테하고', 1)",,,,,,,,,,,,,,,,,"('괴롭습니다', 1)",,,,,,"('자랑스럽진', 1)",,,,,,,,,,,,,,,,,
,"('작작하란', 1)",,,,,,,,,,,,,,,,,"('재수없다', 1)",,,,,,"('이쁘군', 1)",,,,,,,,,,,,,,,,,
,"('당함', 1)",,,,,,,,,,,,,,,,,"('아니게', 1)",,,,,,"('빵터진', 1)",,,,,,,,,,,,,,,,,
,"('통쾌하게', 1)",,,,,,,,,,,,,,,,,"('그러더라고요', 1)",,,,,,"('대단하십니', 1)",,,,,,,,,,,,,,,,,
,"('당하는거', 1)",,,,,,,,,,,,,,,,,"('중요하다고요', 1)",,,,,,"('귀여우시고', 1)",,,,,,,,,,,,,,,,,
,"('좋군', 1)",,,,,,,,,,,,,,,,,"('가능해진다', 1)",,,,,,"('어때', 1)",,,,,,,,,,,,,,,,,
,"('똑같네', 1)",,,,,,,,,,,,,,,,,"('후련하더라고요', 1)",,,,,,"('좋겟다', 1)",,,,,,,,,,,,,,,,,
,"('재밌는것', 1)",,,,,,,,,,,,,,,,,"('그래야지', 1)",,,,,,"('넘치', 1)",,,,,,,,,,,,,,,,,
,"('듬직하고', 1)",,,,,,,,,,,,,,,,,"('무던하게', 1)",,,,,,"('그러지말', 1)",,,,,,,,,,,,,,,,,
,"('온화하시고', 1)",,,,,,,,,,,,,,,,,"('속상해지니까', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('싫어한다고', 1)",,,,,,,,,,,,,,,,,"('그러려나', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('싫어하는건', 1)",,,,,,,,,,,,,,,,,"('있겠네', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('안되나', 1)",,,,,,,,,,,,,,,,,"('후련해', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('스럽네', 1)",,,,,,,,,,,,,,,,,"('어떠실까', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('싫었지만', 1)",,,,,,,,,,,,,,,,,"('까다롭지만', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('좋단다', 1)",,,,,,,,,,,,,,,,,"('예뻐', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('안됨', 1)",,,,,,,,,,,,,,,,,"('좋았을거에요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('있어죠', 1)",,,,,,,,,,,,,,,,,"('안되는데', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('같고싶다', 1)",,,,,,,,,,,,,,,,,"('부질없나', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('많을까요', 1)",,,,,,,,,,,,,,,,,"('뻔했는데요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('뻔했', 1)",,,,,,,,,,,,,,,,,"('그랬지만', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('위험했', 1)",,,,,,,,,,,,,,,,,"('서운했지만', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('찰지네', 1)",,,,,,,,,,,,,,,,,"('힘들어하죠', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('성숙해진거', 1)",,,,,,,,,,,,,,,,,"('힘들게', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('귀여우시', 1)",,,,,,,,,,,,,,,,,"('우울하게', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('이뻐지더라', 1)",,,,,,,,,,,,,,,,,"('먼가', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('싫테자', 1)",,,,,,,,,,,,,,,,,"('같을', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('귀엽잖어', 1)",,,,,,,,,,,,,,,,,"('찡해요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('있어질', 1)",,,,,,,,,,,,,,,,,"('멋지다고', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('신성한', 1)",,,,,,,,,,,,,,,,,"('허전하실거에요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('없어가지고', 1)",,,,,,,,,,,,,,,,,"('힘들었던것을', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('대단한', 1)",,,,,,,,,,,,,,,,,"('같으니', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('없엇다', 1)",,,,,,,,,,,,,,,,,"('슬퍼는', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('스러워졌네', 1)",,,,,,,,,,,,,,,,,"('후련해하실지도', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('그런지', 1)",,,,,,,,,,,,,,,,,"('괜찮아지길', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('아리따워지셨습니다', 1)",,,,,,,,,,,,,,,,,"('허전한', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('많았는데', 1)",,,,,,,,,,,,,,,,,"('높아요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('상관없는거였는데', 1)",,,,,,,,,,,,,,,,,"('억울하고', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('있는게', 1)",,,,,,,,,,,,,,,,,"('슬프면서도', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('속상하다', 1)",,,,,,,,,,,,,,,,,"('후련해진다는', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('불길합니다', 1)",,,,,,,,,,,,,,,,,"('아닌데도', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('이뻐진', 1)",,,,,,,,,,,,,,,,,"('어떠한', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('있다더니', 1)",,,,,,,,,,,,,,,,,"('허무해지고', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('멋있나', 1)",,,,,,,,,,,,,,,,,"('억울하지만', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('아님니까', 1)",,,,,,,,,,,,,,,,,"('편함도', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('굳을', 1)",,,,,,,,,,,,,,,,,"('편하게', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('계실줄', 1)",,,,,,,,,,,,,,,,,"('새롭네요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('사랑스러워서', 1)",,,,,,,,,,,,,,,,,"('옅어진다', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('그런줄', 1)",,,,,,,,,,,,,,,,,"('예쁜게', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('없기를', 1)",,,,,,,,,,,,,,,,,"('솔직한', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('그지같은', 1)",,,,,,,,,,,,,,,,,"('속상해서', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('어른스러운', 1)",,,,,,,,,,,,,,,,,"('괜찮아지더라', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('이뻐졌자', 1)",,,,,,,,,,,,,,,,,"('힘들어도', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('고소하', 1)",,,,,,,,,,,,,,,,,"('없었단', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('이뻐라', 1)",,,,,,,,,,,,,,,,,"('후련해지는', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('귀엽잖아요', 1)",,,,,,,,,,,,,,,,,"('안될수도', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('성숙해지신', 1)",,,,,,,,,,,,,,,,,"('슬퍼하실거에요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('아니구나', 1)",,,,,,,,,,,,,,,,,"('그렇고요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('건강하', 1)",,,,,,,,,,,,,,,,,"('괜찮으셨으면', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('없던게', 1)",,,,,,,,,,,,,,,,,"('없이는', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('아니였나', 1)",,,,,,,,,,,,,,,,,"('예쁘게', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('식겁했어요', 1)",,,,,,,,,,,,,,,,,"('기쁨이었을거예요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('없다구요', 1)",,,,,,,,,,,,,,,,,"('오죽할까', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('놀랬잖아요', 1)",,,,,,,,,,,,,,,,,"('따뜻해', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('좋아하는거', 1)",,,,,,,,,,,,,,,,,"('속상하고', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('심하시잖아여', 1)",,,,,,,,,,,,,,,,,"('공허하고', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('힘든데도', 1)",,,,,,,,,,,,,,,,,"('이렇게나', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('싫어해요', 1)",,,,,,,,,,,,,,,,,"('계시는게', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('좋아하시는구나', 1)",,,,,,,,,,,,,,,,,"('같에요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('있습니까', 1)",,,,,,,,,,,,,,,,,"('이쁘고', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('충분했다', 1)",,,,,,,,,,,,,,,,,"('어떨', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('없던거', 1)",,,,,,,,,,,,,,,,,"('당연한거였어', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('아까는', 1)",,,,,,,,,,,,,,,,,"('같지는', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('심쿵하게', 1)",,,,,,,,,,,,,,,,,"('야하는데', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('없길래', 1)",,,,,,,,,,,,,,,,,"('싫어지는', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('놀랬는데', 1)",,,,,,,,,,,,,,,,,"('다행히도', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('놀랬자', 1)",,,,,,,,,,,,,,,,,"('미쳤나', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('놀랬네', 1)",,,,,,,,,,,,,,,,,"('있는거예요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,"('쎄요', 1)",,,,,,,,,,,,,,,,,"('심각한', 1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"('그러시지', 1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"('뻔하디', 1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"('뻔한', 1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"('따뜻해요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"('더군요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"('싫어집니다', 1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"('그랬었네요', 1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"('그러네요', 1)",,,,,,,,,,,,,,,,,,,,,,,
